course_index,type_id,name,link
870,15,Calculus (I),
871,18,物理AB2（周世平）,
872,19,社区护理学,
873,12,汽车电气设备,
874,3,道路施工技术,
875,3,公路工程检测技术,
876,19,妇产科护理学_专,
877,9,学术之道,
878,7,影视制作（1）,
879,13,李捷：学习领会习近平总书记系列重要讲话的重大意义、深刻内涵和精神实质,
880,23,高等仪器分析,
881,7,大学计算机基础文科,
882,16,研究生英语Ⅱ,
883,13,中国特色社会主义理论与实践研究,
884,9,大学生职业指导--职业认知与职业生涯规划,
885,16,宇宙中心的听说课,
886,9,国防教育,
887,19,儿童口腔医学,
888,2,光通信器件及系统,
889,13,社会学概论,
890,20,艺术美学,
891,7,大学计算机,
892,14,视觉素养导论,
893,5,化学与人类文明,
894,13,道家的智慧,
895,19,5年制药理学,
896,7,SQL Server数据库技术,
897,14,分子生物学,
898,17,品读道家智慧,
899,19,口腔正畸学,
900,18,光电子学,
901,13,现代礼仪,
902,13,心理生活人生,
903,9,清华助教培训,
904,13,地学景观探秘_审美_文化,
905,9,《信息素养学术研究的必修课》（社科类）,
906,3,工业文化,
907,3,机械原理,
908,18,大学物理2,
909,3,土木工程材料,
910,14,食品安全与检验概论,
911,8,西方建筑文化与翻译,
912,17,批判性读与写,
913,16,学业素养英语,
914,16,商务英语翻译,
915,10,经济学导论,
916,8,建筑英语翻译,
917,3,工程地质,
918,15,概率论与数理统计（先修课）,
919,7,VC++面向对象与可视化程序设计,
920,16,大学英语,
921,5,普通化学,
922,4,营养和健康第1部分：宏量营养素和营养过剩,
923,1,创客培养,
924,10,微观经济学,
925,4,商学导论：10节课带你走进商业世界,
926,1,向京东学什么创京东的十个启示,
927,4,市场营销实务,
928,1,复盘：让创业不败的方法论,
929,9,清华大学研究生学位论文答辩(2014),
930,1,创业私董会,
931,13,中国国情与中国道路,
932,7,利用Office解决教师工作中的问题,
933,7,数码照片拍摄与处理技术,
934,4,孙子兵法与企业经营,
935,18,激光技术的应用,
936,9,在线课程设计与制作,
937,5,清华大学-大学化学先修课,
938,9,助教培训:如何做好线上辅助教学工作,
939,7,物联网概论,
940,5,大学化学,
941,19,内科护理学_本,
942,19,妇产科护理学_本,
943,19,老年护理学,
944,14,视觉与艺术,
945,13,数字营销：走进智慧的品牌,
946,19,护理研究,
947,19,护理管理学,
948,19,儿科护理学,
949,19,临床护理操作技术,
950,4,物流管理,
951,20,走进广告世界,
952,15,数字逻辑电路,
953,16,大学英语一,
954,15,线性代数习题课,
955,14,普通生物学（先修课）细胞和分子,
956,23,2016年校长奖学金评审会,
957,10,巅峰对话：世界经济与社会发展,
958,16,学术英语综合教程,
959,20,让视觉去飞翔,
960,13,王树增讲长征,
961,20,简易机器人制作,
962,23,智能机器人,
963,23,我的智能乐器公司,
964,7,零基础学编程Python,
965,19,病理学,
966,9,大学生安全之消防大讲堂,
967,10,公积金的那些事儿,
968,10,金融产品风险管理,
969,4,业务办理之财务,
970,23,哲学与人生,
971,4,网店运营与管理,
972,12,汽车系-汽修专业-2015级（3、4班）非胡格班（作业）,
973,20,化妆,
974,20,中华经典菜-中式面点,
975,20,室内装饰,
976,19,食品营养与安全,
977,13,个人形象与职业礼仪塑造,
978,20,中华经典菜-鲁火纯青,
979,6,环境污染事件与应急响应,
980,7,学业辅导—C语言,
981,12,新能源汽车,
982,13,交通法学概论,
983,4,经济新常态与产业转型,
984,4,尽职调查与风险控制,
985,13,沟通与交流,
986,10,财务报表与战略管理,
987,13,社会主义经济理论与实践,
988,4,管理学,
989,10,会计学,
990,7,信号与系统,
991,9,名师风采讲堂,
992,7,Digital IC Analysis & Design,
993,17,汉语听说入门与课程设计,
994,15,学业辅导高数,
995,9,匠心逐梦——学业辅导系列讲座,
996,16,国际私法学,
997,13,社交礼仪,
998,18,大学物理实验,
999,12,汽车营销学,
1000,5,基础化学实验,
1001,19,精通救生艇筏和救助艇,
1002,12,汽车底盘构造,
1003,12,汽车发动机构造,
1004,12,汽车运用工程,
1005,9,模型制作专业-第一课,
1006,12,汽车钣金修复与喷涂,
1007,12,汽车服务工程导论,
1008,20,室内设计原理,
1009,3,土木工程制图,
1010,8,建筑工程施工安全管理,
1011,16,航海英语,
1012,3,列车运行自动控制技术,
1013,12,发动机原理,
1014,3,地基与基础,
1015,10,金融学,
1016,12,汽车检测与维修,
1017,3,桥梁工程（上）,
1018,3,桥梁施工技术,
1019,3,桥梁结构设计与分析,
1020,3,市政工程计量与计价,
1021,18,物理化学,
1022,10,证券投资技术分析,
1023,3,公路工程计量与计价,
1024,10,证券投资学,
1025,23,照明设计,
1026,20,装饰材料与施工工艺,
1027,23,效果图表现技法,
1028,20,中外建筑与园林,
1029,4,商业银行管理学,
1030,13,国际法学,
1031,12,汽车安全工程（汽车安全与法规）,
1032,13,交通运输专业导论,
1033,12,汽车事故鉴定,
1034,9,打印机、公共盘连接方法,
1035,4,资金托管,
1036,7,link系统商贷报备,
1037,15,高等数学（工专）,
1038,19,口腔解剖生理学,
1039,1,创新思维与发明问题解决方法,
1040,7,人工智能原理,
1041,14,环境工程微生物学,
1042,20,图案,
1043,13,程恩富：准确理解十八大报告的几个理论问题,
1044,13,刘洪仓：关于加强纪律建设 严明党的政治纪律和政治规矩工作,
1045,13,杨伟民：十八届五中全会《建议》学习体会,
1046,16,西班牙语很容易,
1047,4,客户银行卡管理,
1048,3,机械制造技术基础,
1049,5,高等化工热力学,
1050,14,基本人体生物学：细胞和组织,
1051,7,计算机那些事儿,
1052,8,居间业务,
1053,10,房产金融行业商务礼仪,
1054,14,B.04 现代生物科学导论A,
1055,9,认识MOOCs,
1056,7,计算机公共基础,
1057,3,工程图学基础,
1058,12,二手车鉴定与评估,
1059,4,推销技术与谈判技巧,
1060,12,汽车CAD,
1061,7,网络操作系统,
1062,7,通信概论,
1063,13,中国文学与文化,
1064,18,计算物理,
1065,7,Computer Networks,
1066,13,产权业务,
1067,16,（2017年秋季）科技翻译,
1068,9,收据管理规定,
1069,3,普通地质学,
1070,9,足球竞赛规则与裁判法分析,
1071,1,创业导引与创业名家面对面,
1072,18,工程力学,
1073,7,计算机辅助设计,
1067,23,（2017年秋季）科技翻译,
1074,16,慢速英语听力,
1075,5,2017春大学化学III-001,
1076,5,大学化学III,
1077,9,融信着装标准,
1078,9,办公区打印机卡纸维修教程,
1079,7,计算机军事应用,
1080,13,坚持中国道路 引领社会思潮,
1081,9,融信业务签约规范,
1082,1,职业道德风险提示,
1083,13,战争法,
1084,9,客户风险等级评级培训,
1085,3,人因工程,
1086,9,教师如何用手机教学,
1087,9,中小学教师如何做微课,
1088,9,办公区液晶触摸打印机扫描及U盘打印使用教程,
1089,4,财务管理学,
1090,7,计算机程序设计,
1091,13,军事信息管理,
1092,18,大学物理力学篇（通识）,
1093,3,公路工程造价管理,
1094,1,万众创新第一课：创新总论与技术产业化,
1095,10,麦肯锡“全球领导力”,
1096,4,兼并收购与公司控制,
1097,13,并购中的竞争与整合,
1098,4,投资风险管理的策略与方法,
1099,10,公司金融原理与项目价值评估,
1100,13,并购中的规则：治理、法律、法规,
1101,16,Introduction to Computational Thinking and Data Science,
1102,13,交通安全法,
1103,2,液晶显示技术,
1104,13,金禾讲坛-------名家系列讲座之五：个人与社会如何增加快乐,
1105,7,大数据与物联网,
1106,9,“学而”讲坛——教授系列讲座第287讲,
1107,9,科学道德和学风建设宣讲会,
1108,20,鞋靴造型设计,
1109,16,高级英语写作,
1110,23,第二章：无人机的分类,
1111,23,第三章：无人机的安全飞行,
1112,2,电路,
1113,19,中药药理学,
1114,18,大学物理2(电磁学、光学和量子物理),
1115,9,iTalk：清华合伙人,
1116,2,厦门理工学院_电路原理,
1117,20,不朽的艺术-保山学院-期末考试,
1118,18,巅峰对话：量子光学理论,
1119,23,巅峰对话：机制设计理论,
1120,16,国际无人机赛事,
1121,9,有关3D打印技术的原理概述以及应用浅析,
1122,20,酒·文化,
1123,19,生物医学论文写作,
1124,12,发动机组件的拆装与检测,
1125,3,数控车床,
1126,16,英语,
1127,15,数学,
1128,23,幼儿教师口语,
1129,9,安全教育,
1130,21,西方哲学I：古代部分,
1131,16,英语美文悦读 I _人文篇,
1132,9,利用网络资源解决中小学教师教学问题,
1133,13,大学生心理健康教育,
1134,9,学术规范与实验室安全,
1135,4,P2P业务风险管理,
1136,17,中国古代小说鉴赏与研究（上）,
1137,13,西方哲学史,
1138,13,社会主义经济理论与实践[MBA],
1139,12,汽车碰撞估损,
1140,5,化工原理,
1141,3,公路施工组织与概预算,
1142,19,创新的积极心理学,
1143,13,军事物流学,
1144,3,沥青混合料设计与检测,
1145,3,混凝土设计与检测,
1146,3,Geology and Engineering Geology,
1147,3,China’s Perspective on Climate Change,
1148,3,Water and Wastewater Treatment Engineering: Biochemical Technology,
1149,7,神经元动力学——单个神经元的计算神经科学,
1150,3,空气动力学导论,
1151,3,Elements of Structures,
1152,8,社会责任地产开发：学习使用影响评估工具,
1153,19,结核病,
1154,23,考试测试,
1155,3,路基路面工程,
1156,23,熊猫生日会,
1157,23,节奏大师,
1158,23,童趣游园会,
1159,23,避障小车,
1160,23,幸运大转盘,
1161,23,熊猫去散步,
1162,15,数字大闯关,
1163,23,智能家居,
1164,23,一起摇摆,
1165,23,仿生机器人,
1166,23,智能小风扇,
1167,23,走进机器人的世界,
1168,23,scratch开篇体验课,
1169,23,青蛙音乐会,
1170,9,科学大讲堂,
1171,23,趣味大冒险,
1172,23,熊猫奥运会,
1173,23,哈利故事会,
1174,23,疯狂打地鼠,
1175,23,苹果大丰收,
1176,23,点亮星空,
1177,9,时间管家,
1178,23,行走的霓虹灯,
1179,23,数字猜猜猜,
1180,12,汽车事故鉴定学,
1181,9,2014诺贝尔奖得主西安交大校园行讲座(一) Human Ingenuity - A prime Natural Resource,
1182,21,AP Environmental Science - Part 1: The Living,
1183,19,Medicine in the Digital Age,
1184,9,数字营销：品牌就是王道,
1185,4,人力资源管理：如何招聘合适人才,
1186,23,智能垃圾桶,
1187,23,雷电,
1188,23,后羿射气球,
1189,12,方程式赛车,
1190,23,智能街边灯,
1191,9,学术交流会,
1192,23,小小蝙蝠侠,
1193,23,夜空画星星,
1194,23,保卫家园,
1195,23,欢乐弹力球,
1196,23,运输巴士,
1197,23,雨伞提醒器,
1198,17,2020届语文,
1199,16,2020届新高一英语暑期资料,
1200,18,物理AB1,
1201,18,高一物理AB1,
1202,23,劳动者维权的途径,
1203,19,家畜寄生虫病学,
1204,13,中国现当代文学,
1205,23,眼视光学初体验,
1206,9,信息素养——学术研究的必修课（文献检索与利用（理工类））,
1207,5,有机化学A2,
1208,1,创·课十讲系列课一：自我修炼,
1209,1,创·课十讲系列课十：入园孵化,
1210,9,商业计划书写作与陈述,
1211,21,An Exploration to the Original Spirit of Western Philosophy(2017秋),
1212,9,信息素养-学术研究的必修课【化工类】-93,
1213,5,有机化学A1,
1214,4,公共管理前沿II,
1215,23,智慧家庭生态园,
1216,20,现代生活美学进阶,
1217,1,创业实践案例课程,
1218,23,植物造景设计,
1219,13,商业伦理与职业道德,
1220,19,局部解剖学,
1221,23,冲向α星,
1222,9,跳舞青春体验课,
1223,23,法拉第的门徒,
1224,23,智能小风扇体验课,
1225,23,海底两万里,
1226,20,舌尖上的中国,
1227,23,海上急先锋,
1228,8,绿色小车体验课,
1229,23,莱特兄弟的翅膀,
1230,23,海上长城,
1231,23,大地鼓手,
1232,23,小试牛刀：苹果大丰收（1）,
1233,23,小试牛刀：苹果大丰收（2）,
1234,9,毕业设计,
1235,23,小试牛刀：雷电（2）,
1236,23,小试牛刀：雷电（1）,
1237,23,星陨行动,
1238,23,小试牛刀：避障小车（1）,
1239,23,小试牛刀：避障小车（2）,
1240,23,淘气宠物狗,
1241,8,建筑设计基础,
1242,19,医学文献检索,
1243,19,临床流行病学,
1244,13,传承与创新-装饰图案创作方法研究,
1245,19,食物营养与食品,
1246,23,我的宠物鸟,
1247,23,洪荒之力,
1248,17,瓶子里的彩虹,
1249,23,无敌风火轮,
1250,13,马路轻骑兵,
1251,23,机器人WALL·E,
1252,23,喝盐水的小车,
1253,16,寻找魔术师,
1254,9,魔镜传说,
1255,23,迷你特斯拉,
1256,23,移山填海,
1257,23,欢乐泡泡机,
1258,23,你好招财猫,
1259,23,未开课数据测试,
1260,13,清华大学党组织的建立与优良传统,
1261,13,社会治理的中国之道,
1262,23,青春的力量,
1263,13,深刻把握“四个全面”的科学含义,
1264,16,英语写作指导Ⅰ,
1265,16,英语写作指导Ⅱ,
1266,13,中国古典舞与乐舞文化,
1267,17,汉语语法课堂,
1268,9,大学生生涯规划,
1269,23,大力金刚,
1270,23,街头指挥家,
1271,23,织女的心愿,
1272,23,灌篮高手,
1273,23,牛顿的坐骑,
1274,23,追不上的小车,
1275,23,愤怒的小鸟,
1276,18,机器人教练,
1277,23,诺曼底登陆,
1278,23,空中之翼,
1279,23,空气大胃王,
1280,23,纸上芭蕾,
1281,23,魔力小旋风,
1282,21,AP Environmental Science - Part 3: Pollution and Resources,
1283,21,AP Biology - Part 2: Genetics,
1284,1,创业失败：原因与出路,
1285,17,速成汉语语法课堂,
1286,23,保险经营与管理,
1287,12,汽车服务系统规划,
1288,7,计算机原理与应用（单片机原理与应用）,
1289,18,渗流力学,
1290,5,材料研究方法,
1291,15,误差理论与测量平差,
1292,15,线性代数与解析几何,
1293,3,道路勘测设计,
1294,13,担保法理论与实务,
1295,13,红色经典导论,
1296,17,行书教程,
1297,16,大学日语,
1298,17,大学语文,
1299,7,信息技术与课程整合,
1300,19,食品标准与法规,
1301,1,创新创业学,
